strain,carbon_source,replicate,name,mass_frac,localization,cog_category,cog_letter,growth_rate_hr,source
BW25113,42C,0,prpd,4.494761745850869e-05,phi_cyto,metabolism,G,0.66,Schmidt et al. 2016
BW25113,acetate,0,prpd,5.476535600503357e-05,phi_cyto,metabolism,G,0.3,Schmidt et al. 2016
BW25113,chemostat_u0.12,0,prpd,0.0008425784357245,phi_cyto,metabolism,G,0.12,Schmidt et al. 2016
BW25113,chemostat_u0.2,0,prpd,0.0011027641725934,phi_cyto,metabolism,G,0.2,Schmidt et al. 2016
BW25113,chemostat_u0.35,0,prpd,0.0008279330780562,phi_cyto,metabolism,G,0.35,Schmidt et al. 2016
BW25113,chemostat_u0.5,0,prpd,3.541879937700694e-05,phi_cyto,metabolism,G,0.5,Schmidt et al. 2016
BW25113,fructose,0,prpd,5.158585177318327e-05,phi_cyto,metabolism,G,0.65,Schmidt et al. 2016
BW25113,fumarate,0,prpd,0.0002434453715823,phi_cyto,metabolism,G,0.42,Schmidt et al. 2016
BW25113,galactose,0,prpd,0.0004196584252072,phi_cyto,metabolism,G,0.26,Schmidt et al. 2016
BW25113,glucosamine,0,prpd,9.606685131580756e-05,phi_cyto,metabolism,G,0.46,Schmidt et al. 2016
BW25113,glucose,0,prpd,3.426762114261976e-05,phi_cyto,metabolism,G,0.58,Schmidt et al. 2016
BW25113,glycerol,0,prpd,2.8205413308222247e-05,phi_cyto,metabolism,G,0.47,Schmidt et al. 2016
BW25113,glycerol_pAA,0,prpd,3.446118945603678e-05,phi_cyto,metabolism,G,1.27,Schmidt et al. 2016
BW25113,lb_miller,0,prpd,4.419888274201292e-05,phi_cyto,metabolism,G,1.9,Schmidt et al. 2016
BW25113,mannose,0,prpd,5.879316797167176e-05,phi_cyto,metabolism,G,0.47,Schmidt et al. 2016
BW25113,osmotic_stress_glucose,0,prpd,3.867806410057658e-05,phi_cyto,metabolism,G,0.55,Schmidt et al. 2016
BW25113,pH6,0,prpd,3.82222418262929e-05,phi_cyto,metabolism,G,0.63,Schmidt et al. 2016
BW25113,pyruvate,0,prpd,3.8132080960952135e-05,phi_cyto,metabolism,G,0.4,Schmidt et al. 2016
BW25113,succinate,0,prpd,6.945503988847858e-05,phi_cyto,metabolism,G,0.44,Schmidt et al. 2016
BW25113,xylose,0,prpd,5.372629076114176e-05,phi_cyto,metabolism,G,0.55,Schmidt et al. 2016
MG1655,glucose_minimal,0,prpd,0.0004749111569065,phi_cyto,metabolism,G,0.11,Valgepea et al. 2013
NCM3722,0.4% sodium acetate,0,prpe,2.788301e-05,phi_cyto,metabolism,I,0.5010702510071894,Mori et al. 2021
NCM3722,40 mM glycerol + 30 mM succinate,0,prpe,2.007779e-05,phi_cyto,metabolism,I,0.7701635339554948,Mori et al. 2021
REL606,gluconate_growth,0,prpe,2.028845875852079e-05,phi_cyto,metabolism,I,0.6630116912775283,Caglar et al. 2017
REL606,gluconate_growth,0,prpe,6.762819586173595e-06,phi_cyto,metabolism,I,0.6630116912775283,Caglar et al. 2017
REL606,gluconate_growth,0,prpr,5.719205287731902e-06,phi_cyto,Not Assigned,K,0.6630116912775283,Caglar et al. 2017
REL606,gluconate_growth,0,prpr,5.719205287731902e-06,phi_cyto,Not Assigned,K,0.6630116912775283,Caglar et al. 2017
MG1655,MOPS minimal,0,prpr,4.09434356812119e-06,phi_cyto,Not Assigned,K,0.738700370046123,Li et al. 2014
NCM3722,0.2% galactose,0,prs,0.001364438,phi_cyto,metabolism,F,0.4892803627481966,Mori et al. 2021
EQ353,0.2% glucose,0,prs,0.0009783156,phi_cyto,metabolism,F,0.69,Mori et al. 2021
NQ1243,0.2% glucose,0,prs,0.001088288,phi_cyto,metabolism,F,0.55,Mori et al. 2021
NQ1243,0.2% glucose,0,prs,0.001055948,phi_cyto,metabolism,F,0.56,Mori et al. 2021
NQ1243,0.2% glucose,0,prs,0.001098836,phi_cyto,metabolism,F,0.69,Mori et al. 2021
NQ1243,0.2% glucose,0,prs,0.00104349,phi_cyto,metabolism,F,0.71,Mori et al. 2021
NQ1243,0.2% glucose,0,prs,0.001079371,phi_cyto,metabolism,F,0.72,Mori et al. 2021
NQ1243,0.2% glucose,0,prs,0.001078975,phi_cyto,metabolism,F,0.81,Mori et al. 2021
NQ1390,0.2% glucose,0,prs,0.00102102,phi_cyto,metabolism,F,0.33,Mori et al. 2021
NQ1390,0.2% glucose,0,prs,0.001131397,phi_cyto,metabolism,F,0.34,Mori et al. 2021
NQ1390,0.2% glucose,0,prs,0.0009977859,phi_cyto,metabolism,F,0.35,Mori et al. 2021
NQ1390,0.2% glucose,0,prs,0.001051792,phi_cyto,metabolism,F,0.48,Mori et al. 2021
NQ1390,0.2% glucose,0,prs,0.001008333,phi_cyto,metabolism,F,0.49,Mori et al. 2021
NQ1390,0.2% glucose,0,prs,0.00106801,phi_cyto,metabolism,F,0.5,Mori et al. 2021
EQ 59,0.2% melibiose,0,prs,0.00128621,phi_cyto,metabolism,F,0.6817841120261757,Mori et al. 2021
NCM3722,0.4% sodium acetate,0,prs,0.001455487,phi_cyto,metabolism,F,0.5010702510071894,Mori et al. 2021
NCM3722,10 mM glucose-6-phosphate + 10 mM gluconate,0,prs,0.001441494,phi_cyto,metabolism,F,1.1240224549620734,Mori et al. 2021
NCM3722,12 mM arabinose,0,prs,0.001476182,phi_cyto,metabolism,F,0.8487516496652392,Mori et al. 2021
NCM3722,20 mM mannitol,0,prs,0.001331818,phi_cyto,metabolism,F,0.9041050181216675,Mori et al. 2021
NCM3722,24 mM xylose + 20 mM oxaloacetate,0,prs,0.001409604,phi_cyto,metabolism,F,0.8317766166719343,Mori et al. 2021
NCM3722,40 mM glycerol + 30 mM succinate,0,prs,0.001438017,phi_cyto,metabolism,F,0.7701635339554948,Mori et al. 2021
BW25113,M9_glucose,0,prs,0.0039455419098523,phi_cyto,metabolism,F,0.6931471805599453,Soufi et al. 2015
MG1655,MOPS complete,0,prs,0.0016482347619611,phi_cyto,metabolism,F,1.934364224818452,Li et al. 2014
MG1655,MOPS complete without methionine,0,prs,0.0005119648285,phi_cyto,metabolism,F,1.5693898427772346,Li et al. 2014
MG1655,MOPS minimal,0,prs,0.0009550389475685,phi_cyto,metabolism,F,0.738700370046123,Li et al. 2014
BW25113,glucose_minimal,0,prs,0.0007747499291284,phi_cyto,metabolism,F,0.21,Peebo et al. 2015
BW25113,glucose_minimal,0,prs,0.0007766573362645,phi_cyto,metabolism,F,0.22,Peebo et al. 2015
BW25113,glucose_minimal,0,prs,0.0008489312376752,phi_cyto,metabolism,F,0.26,Peebo et al. 2015
BW25113,glucose_minimal,0,prs,0.0008909295075842,phi_cyto,metabolism,F,0.31,Peebo et al. 2015
BW25113,glucose_minimal,0,prs,0.0009506593614468,phi_cyto,metabolism,F,0.36,Peebo et al. 2015
BW25113,glucose_minimal,0,prs,0.0009350322354875,phi_cyto,metabolism,F,0.41,Peebo et al. 2015
BW25113,glucose_minimal,0,prs,0.0009513751847983,phi_cyto,metabolism,F,0.46,Peebo et al. 2015
BW25113,glucose_minimal,0,prs,0.0009959568267999,phi_cyto,metabolism,F,0.51,Peebo et al. 2015
BW25113,rich,0,prs,0.001000784467496,phi_cyto,metabolism,F,0.25,Peebo et al. 2015
BW25113,rich,0,prs,0.0010509888750936,phi_cyto,metabolism,F,0.35,Peebo et al. 2015
BW25113,rich,0,prs,0.0010418190842328,phi_cyto,metabolism,F,0.42,Peebo et al. 2015
BW25113,rich,0,prs,0.0011015331360311,phi_cyto,metabolism,F,0.45,Peebo et al. 2015
BW25113,rich,0,prs,0.0010901533039106,phi_cyto,metabolism,F,0.53,Peebo et al. 2015
BW25113,rich,0,prs,0.0011739708315167,phi_cyto,metabolism,F,0.55,Peebo et al. 2015
BW25113,rich,0,prs,0.0011654318620021,phi_cyto,metabolism,F,0.63,Peebo et al. 2015
BW25113,rich,0,prs,0.0012193083786263,phi_cyto,metabolism,F,0.65,Peebo et al. 2015
BW25113,rich,0,prs,0.0011769875611121,phi_cyto,metabolism,F,0.73,Peebo et al. 2015
BW25113,rich,0,prs,0.0012782955862537,phi_cyto,metabolism,F,0.74,Peebo et al. 2015
BW25113,rich,0,prs,0.0013041454510781,phi_cyto,metabolism,F,0.78,Peebo et al. 2015
BW25113,rich,0,prs,0.001477721097737,phi_cyto,metabolism,F,0.82,Peebo et al. 2015
BW25113,42C,0,prs,0.0016498511103675,phi_cyto,metabolism,F,0.66,Schmidt et al. 2016
BW25113,acetate,0,prs,0.0015974678870222,phi_cyto,metabolism,F,0.3,Schmidt et al. 2016
BW25113,chemostat_u0.12,0,prs,0.001105149780305,phi_cyto,metabolism,F,0.12,Schmidt et al. 2016
BW25113,chemostat_u0.2,0,prs,0.0011344579503734,phi_cyto,metabolism,F,0.2,Schmidt et al. 2016
BW25113,chemostat_u0.35,0,prs,0.0013453442661687,phi_cyto,metabolism,F,0.35,Schmidt et al. 2016
BW25113,chemostat_u0.5,0,prs,0.0016968718469051,phi_cyto,metabolism,F,0.5,Schmidt et al. 2016
BW25113,fructose,0,prs,0.0019720026564173,phi_cyto,metabolism,F,0.65,Schmidt et al. 2016
BW25113,fumarate,0,prs,0.0021890845160545,phi_cyto,metabolism,F,0.42,Schmidt et al. 2016
BW25113,galactose,0,prs,0.0015420484452471,phi_cyto,metabolism,F,0.26,Schmidt et al. 2016
BW25113,glucosamine,0,prs,0.0019834771992286,phi_cyto,metabolism,F,0.46,Schmidt et al. 2016
BW25113,glucose,0,prs,0.0017358811079377,phi_cyto,metabolism,F,0.58,Schmidt et al. 2016
BW25113,glycerol,0,prs,0.0019851452694266,phi_cyto,metabolism,F,0.47,Schmidt et al. 2016
BW25113,glycerol_pAA,0,prs,0.0019700190120526,phi_cyto,metabolism,F,1.27,Schmidt et al. 2016
BW25113,lb_miller,0,prs,0.0014514833881919,phi_cyto,metabolism,F,1.9,Schmidt et al. 2016
BW25113,mannose,0,prs,0.0016474929217612,phi_cyto,metabolism,F,0.47,Schmidt et al. 2016
BW25113,osmotic_stress_glucose,0,prs,0.0016480890424648,phi_cyto,metabolism,F,0.55,Schmidt et al. 2016
BW25113,pH6,0,prs,0.0019977886711381,phi_cyto,metabolism,F,0.63,Schmidt et al. 2016
BW25113,pyruvate,0,prs,0.0020785404152049,phi_cyto,metabolism,F,0.4,Schmidt et al. 2016
BW25113,succinate,0,prs,0.0025178338197556,phi_cyto,metabolism,F,0.44,Schmidt et al. 2016
BW25113,xylose,0,prs,0.0017971503925025,phi_cyto,metabolism,F,0.55,Schmidt et al. 2016
MG1655,glucose_minimal,0,prs,0.0010947471173549,phi_cyto,metabolism,F,0.11,Valgepea et al. 2013
MG1655,glucose_minimal,0,prs,0.0013292204199588,phi_cyto,metabolism,F,0.21,Valgepea et al. 2013
MG1655,glucose_minimal,0,prs,0.0013791413037051,phi_cyto,metabolism,F,0.31,Valgepea et al. 2013
MG1655,glucose_minimal,0,prs,0.001327737078644,phi_cyto,metabolism,F,0.4,Valgepea et al. 2013
MG1655,glucose_minimal,0,prs,0.0014778686707369,phi_cyto,metabolism,F,0.49,Valgepea et al. 2013
NCM3722,0.2% galactose,0,psd,0.000112649,phi_cyto,metabolism,I,0.4892803627481966,Mori et al. 2021
EQ353,0.2% glucose,0,psd,0.0001192673333333,phi_cyto,metabolism,I,0.69,Mori et al. 2021
NQ1243,0.2% glucose,0,psd,0.0001483742,phi_cyto,metabolism,I,0.55,Mori et al. 2021
NQ1243,0.2% glucose,0,psd,0.00014722155,phi_cyto,metabolism,I,0.56,Mori et al. 2021
NQ1243,0.2% glucose,0,psd,0.0001387062,phi_cyto,metabolism,I,0.69,Mori et al. 2021
NQ1243,0.2% glucose,0,psd,0.0001253252,phi_cyto,metabolism,I,0.71,Mori et al. 2021
NQ1243,0.2% glucose,0,psd,0.0001377144,phi_cyto,metabolism,I,0.72,Mori et al. 2021
NQ1243,0.2% glucose,0,psd,0.0001260962,phi_cyto,metabolism,I,0.81,Mori et al. 2021
NQ1390,0.2% glucose,0,psd,0.0001639148,phi_cyto,metabolism,I,0.33,Mori et al. 2021
NQ1390,0.2% glucose,0,psd,0.0001804035,phi_cyto,metabolism,I,0.34,Mori et al. 2021
NQ1390,0.2% glucose,0,psd,0.0001752119,phi_cyto,metabolism,I,0.35,Mori et al. 2021
NQ1390,0.2% glucose,0,psd,0.0001629023,phi_cyto,metabolism,I,0.48,Mori et al. 2021
NQ1390,0.2% glucose,0,psd,0.0001508231,phi_cyto,metabolism,I,0.49,Mori et al. 2021
NQ1390,0.2% glucose,0,psd,0.0001583929,phi_cyto,metabolism,I,0.5,Mori et al. 2021
EQ 59,0.2% melibiose,0,psd,0.0001018584,phi_cyto,metabolism,I,0.6817841120261757,Mori et al. 2021
NCM3722,0.4% sodium acetate,0,psd,9.943857e-05,phi_cyto,metabolism,I,0.5010702510071894,Mori et al. 2021
NCM3722,10 mM glucose-6-phosphate + 10 mM gluconate,0,psd,8.47685e-05,phi_cyto,metabolism,I,1.1240224549620734,Mori et al. 2021
NCM3722,12 mM arabinose,0,psd,8.721537e-05,phi_cyto,metabolism,I,0.8487516496652392,Mori et al. 2021
NCM3722,20 mM mannitol,0,psd,8.98315e-05,phi_cyto,metabolism,I,0.9041050181216675,Mori et al. 2021
NCM3722,24 mM xylose + 20 mM oxaloacetate,0,psd,8.20187e-05,phi_cyto,metabolism,I,0.8317766166719343,Mori et al. 2021
NCM3722,40 mM glycerol + 30 mM succinate,0,psd,9.024415e-05,phi_cyto,metabolism,I,0.7701635339554948,Mori et al. 2021
BW25113,M9_glucose,0,psd,5.0804318390264433e-05,phi_cyto,metabolism,I,0.6931471805599453,Soufi et al. 2015
REL606,gluconate_growth,0,psd,7.358680248591658e-05,phi_cyto,metabolism,I,0.6630116912775283,Caglar et al. 2017
REL606,gluconate_growth,0,psd,8.059506938933722e-05,phi_cyto,metabolism,I,0.6630116912775283,Caglar et al. 2017
REL606,gluconate_growth,0,psd,7.70909359376269e-05,phi_cyto,metabolism,I,0.6630116912775283,Caglar et al. 2017
REL606,gluconate_growth,0,psd,7.70909359376269e-05,phi_cyto,metabolism,I,0.6630116912775283,Caglar et al. 2017
REL606,glucose_time_course,0,psd,8.897703320165124e-05,phi_cyto,metabolism,I,0.7747553284413429,Caglar et al. 2017
REL606,glucose_time_course,0,psd,0.0001048657891305,phi_cyto,metabolism,I,0.7747553284413429,Caglar et al. 2017
REL606,glucose_time_course,0,psd,6.355502371546516e-05,phi_cyto,metabolism,I,0.7747553284413429,Caglar et al. 2017
MG1655,MOPS complete,0,psd,0.0001735291743403,phi_cyto,metabolism,I,1.934364224818452,Li et al. 2014
MG1655,MOPS complete without methionine,0,psd,0.0001099184968425,phi_cyto,metabolism,I,1.5693898427772346,Li et al. 2014
MG1655,MOPS minimal,0,psd,0.0001219185820888,phi_cyto,metabolism,I,0.738700370046123,Li et al. 2014
BW25113,glucose_minimal,0,psd,9.421200136677792e-05,phi_cyto,metabolism,I,0.21,Peebo et al. 2015
BW25113,glucose_minimal,0,psd,8.240190524919033e-05,phi_cyto,metabolism,I,0.22,Peebo et al. 2015
BW25113,glucose_minimal,0,psd,9.095445654003704e-05,phi_cyto,metabolism,I,0.26,Peebo et al. 2015
BW25113,glucose_minimal,0,psd,8.865779301012399e-05,phi_cyto,metabolism,I,0.31,Peebo et al. 2015
BW25113,glucose_minimal,0,psd,8.445310416231004e-05,phi_cyto,metabolism,I,0.36,Peebo et al. 2015
BW25113,glucose_minimal,0,psd,8.554551964205909e-05,phi_cyto,metabolism,I,0.41,Peebo et al. 2015
BW25113,glucose_minimal,0,psd,8.401191602377858e-05,phi_cyto,metabolism,I,0.46,Peebo et al. 2015
BW25113,glucose_minimal,0,psd,8.092574445769689e-05,phi_cyto,metabolism,I,0.51,Peebo et al. 2015
BW25113,rich,0,psd,9.959072886738874e-05,phi_cyto,metabolism,I,0.25,Peebo et al. 2015
BW25113,rich,0,psd,0.0001074403464844,phi_cyto,metabolism,I,0.35,Peebo et al. 2015
BW25113,rich,0,psd,9.590889182817329e-05,phi_cyto,metabolism,I,0.42,Peebo et al. 2015
BW25113,rich,0,psd,9.105579252302093e-05,phi_cyto,metabolism,I,0.45,Peebo et al. 2015
BW25113,rich,0,psd,7.563356383454698e-05,phi_cyto,metabolism,I,0.53,Peebo et al. 2015
BW25113,rich,0,psd,8.380316918777888e-05,phi_cyto,metabolism,I,0.55,Peebo et al. 2015
BW25113,rich,0,psd,8.195852995602496e-05,phi_cyto,metabolism,I,0.63,Peebo et al. 2015
BW25113,rich,0,psd,8.588227600141823e-05,phi_cyto,metabolism,I,0.65,Peebo et al. 2015
BW25113,rich,0,psd,7.844551437878826e-05,phi_cyto,metabolism,I,0.73,Peebo et al. 2015
BW25113,rich,0,psd,8.968439968334846e-05,phi_cyto,metabolism,I,0.74,Peebo et al. 2015
BW25113,rich,0,psd,7.79031053239301e-05,phi_cyto,metabolism,I,0.78,Peebo et al. 2015
BW25113,rich,0,psd,8.686609883871035e-05,phi_cyto,metabolism,I,0.82,Peebo et al. 2015
BW25113,42C,0,psd,0.0003120002557655,phi_cyto,metabolism,I,0.66,Schmidt et al. 2016
BW25113,acetate,0,psd,0.0002750905441771,phi_cyto,metabolism,I,0.3,Schmidt et al. 2016
BW25113,chemostat_u0.12,0,psd,0.0003962879295884,phi_cyto,metabolism,I,0.12,Schmidt et al. 2016
BW25113,chemostat_u0.2,0,psd,0.0003444174168673,phi_cyto,metabolism,I,0.2,Schmidt et al. 2016
BW25113,chemostat_u0.35,0,psd,0.0003195609192889,phi_cyto,metabolism,I,0.35,Schmidt et al. 2016
BW25113,chemostat_u0.5,0,psd,0.0003014911524988,phi_cyto,metabolism,I,0.5,Schmidt et al. 2016
BW25113,fructose,0,psd,0.0003913563757085,phi_cyto,metabolism,I,0.65,Schmidt et al. 2016
BW25113,fumarate,0,psd,0.0003152211451689,phi_cyto,metabolism,I,0.42,Schmidt et al. 2016
BW25113,galactose,0,psd,0.0003384379238597,phi_cyto,metabolism,I,0.26,Schmidt et al. 2016
BW25113,glucosamine,0,psd,0.0003417848073988,phi_cyto,metabolism,I,0.46,Schmidt et al. 2016
BW25113,glucose,0,psd,0.0003975744225683,phi_cyto,metabolism,I,0.58,Schmidt et al. 2016
BW25113,glycerol,0,psd,0.000388950082709,phi_cyto,metabolism,I,0.47,Schmidt et al. 2016
BW25113,glycerol_pAA,0,psd,0.0003184223628343,phi_cyto,metabolism,I,1.27,Schmidt et al. 2016
BW25113,lb_miller,0,psd,0.0003060939527861,phi_cyto,metabolism,I,1.9,Schmidt et al. 2016
BW25113,mannose,0,psd,0.0003810044541587,phi_cyto,metabolism,I,0.47,Schmidt et al. 2016
BW25113,osmotic_stress_glucose,0,psd,0.0003308946629391,phi_cyto,metabolism,I,0.55,Schmidt et al. 2016
BW25113,pH6,0,psd,0.0002905028893427,phi_cyto,metabolism,I,0.63,Schmidt et al. 2016
BW25113,pyruvate,0,psd,0.0004208747483744,phi_cyto,metabolism,I,0.4,Schmidt et al. 2016
BW25113,succinate,0,psd,0.0003565541363617,phi_cyto,metabolism,I,0.44,Schmidt et al. 2016
BW25113,xylose,0,psd,0.0003142989094757,phi_cyto,metabolism,I,0.55,Schmidt et al. 2016
MG1655,glucose_minimal,0,psd,0.0004115994496381,phi_cyto,metabolism,I,0.11,Valgepea et al. 2013
MG1655,glucose_minimal,0,psd,0.0003737075155478,phi_cyto,metabolism,I,0.21,Valgepea et al. 2013
MG1655,glucose_minimal,0,psd,0.0003116090263194,phi_cyto,metabolism,I,0.31,Valgepea et al. 2013
MG1655,glucose_minimal,0,psd,0.0003078157782599,phi_cyto,metabolism,I,0.4,Valgepea et al. 2013
MG1655,glucose_minimal,0,psd,0.0003025348604396,phi_cyto,metabolism,I,0.49,Valgepea et al. 2013
MG1655,MOPS minimal,0,psie,1.3937173709516942e-05,phi_mem,poorly characterized,R,0.738700370046123,Li et al. 2014
NCM3722,0.2% galactose,0,psif,2.297225e-05,phi_cyto,Not Assigned,X,0.4892803627481966,Mori et al. 2021
EQ353,0.2% glucose,0,psif,4.0507483333333335e-05,phi_cyto,Not Assigned,X,0.69,Mori et al. 2021
NQ1390,0.2% glucose,0,psif,2.34829e-06,phi_cyto,Not Assigned,X,0.48,Mori et al. 2021
EQ 59,0.2% melibiose,0,psif,1.780609e-05,phi_cyto,Not Assigned,X,0.6817841120261757,Mori et al. 2021
NCM3722,0.4% sodium acetate,0,psif,2.556615e-05,phi_cyto,Not Assigned,X,0.5010702510071894,Mori et al. 2021
NCM3722,12 mM arabinose,0,psif,9.28459e-06,phi_cyto,Not Assigned,X,0.8487516496652392,Mori et al. 2021
NCM3722,20 mM mannitol,0,psif,1.29031e-05,phi_cyto,Not Assigned,X,0.9041050181216675,Mori et al. 2021
NCM3722,24 mM xylose + 20 mM oxaloacetate,0,psif,1.572031e-05,phi_cyto,Not Assigned,X,0.8317766166719343,Mori et al. 2021
NCM3722,40 mM glycerol + 30 mM succinate,0,psif,9.632236e-06,phi_cyto,Not Assigned,X,0.7701635339554948,Mori et al. 2021
BW25113,M9_glucose,0,psif,7.464297168779806e-06,phi_cyto,Not Assigned,X,0.6931471805599453,Soufi et al. 2015
MG1655,MOPS minimal,0,psif,3.704098850689384e-05,phi_cyto,Not Assigned,X,0.738700370046123,Li et al. 2014
BW25113,glucose_minimal,0,psif,,phi_cyto,Not Assigned,X,0.21,Peebo et al. 2015
BW25113,glucose_minimal,0,psif,6.03890540636151e-05,phi_cyto,Not Assigned,X,0.22,Peebo et al. 2015
BW25113,glucose_minimal,0,psif,6.977373987901573e-05,phi_cyto,Not Assigned,X,0.26,Peebo et al. 2015
BW25113,glucose_minimal,0,psif,3.951147866037071e-05,phi_cyto,Not Assigned,X,0.31,Peebo et al. 2015
BW25113,glucose_minimal,0,psif,5.851954967331084e-05,phi_cyto,Not Assigned,X,0.36,Peebo et al. 2015
BW25113,glucose_minimal,0,psif,3.97756798538568e-05,phi_cyto,Not Assigned,X,0.41,Peebo et al. 2015
BW25113,glucose_minimal,0,psif,,phi_cyto,Not Assigned,X,0.46,Peebo et al. 2015
BW25113,glucose_minimal,0,psif,3.4811556118250594e-05,phi_cyto,Not Assigned,X,0.51,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.25,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.35,Peebo et al. 2015
BW25113,rich,0,psif,1.122377740489755e-05,phi_cyto,Not Assigned,X,0.42,Peebo et al. 2015
BW25113,rich,0,psif,2.469282453697289e-05,phi_cyto,Not Assigned,X,0.45,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.53,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.55,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.63,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.65,Peebo et al. 2015
BW25113,rich,0,psif,2.995906943466081e-05,phi_cyto,Not Assigned,X,0.73,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.74,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.78,Peebo et al. 2015
BW25113,rich,0,psif,,phi_cyto,Not Assigned,X,0.82,Peebo et al. 2015
BW25113,42C,0,psif,2.966585084349307e-06,phi_cyto,Not Assigned,X,0.66,Schmidt et al. 2016
BW25113,acetate,0,psif,2.8669370850158096e-06,phi_cyto,Not Assigned,X,0.3,Schmidt et al. 2016
BW25113,chemostat_u0.12,0,psif,6.8085924176613365e-06,phi_cyto,Not Assigned,X,0.12,Schmidt et al. 2016
BW25113,chemostat_u0.2,0,psif,6.332261178259644e-06,phi_cyto,Not Assigned,X,0.2,Schmidt et al. 2016
BW25113,chemostat_u0.35,0,psif,4.263366117321216e-06,phi_cyto,Not Assigned,X,0.35,Schmidt et al. 2016
BW25113,chemostat_u0.5,0,psif,3.541092153016621e-06,phi_cyto,Not Assigned,X,0.5,Schmidt et al. 2016
BW25113,fructose,0,psif,1.4542090615033389e-06,phi_cyto,Not Assigned,X,0.65,Schmidt et al. 2016
BW25113,fumarate,0,psif,1.966381079133264e-06,phi_cyto,Not Assigned,X,0.42,Schmidt et al. 2016
BW25113,galactose,0,psif,5.22682546465914e-06,phi_cyto,Not Assigned,X,0.26,Schmidt et al. 2016
BW25113,glucosamine,0,psif,2.341108675755528e-06,phi_cyto,Not Assigned,X,0.46,Schmidt et al. 2016
BW25113,glucose,0,psif,3.272505313373793e-06,phi_cyto,Not Assigned,X,0.58,Schmidt et al. 2016
BW25113,glycerol,0,psif,1.979235403473672e-06,phi_cyto,Not Assigned,X,0.47,Schmidt et al. 2016
BW25113,glycerol_pAA,0,psif,2.42906463124198e-06,phi_cyto,Not Assigned,X,1.27,Schmidt et al. 2016
BW25113,lb_miller,0,psif,1.9571762455124225e-06,phi_cyto,Not Assigned,X,1.9,Schmidt et al. 2016
BW25113,mannose,0,psif,1.3768309650318373e-06,phi_cyto,Not Assigned,X,0.47,Schmidt et al. 2016
BW25113,osmotic_stress_glucose,0,psif,1.0737345572715794e-05,phi_cyto,Not Assigned,X,0.55,Schmidt et al. 2016
BW25113,pH6,0,psif,6.809426645024305e-06,phi_cyto,Not Assigned,X,0.63,Schmidt et al. 2016
BW25113,pyruvate,0,psif,1.6338685554090626e-06,phi_cyto,Not Assigned,X,0.4,Schmidt et al. 2016
BW25113,succinate,0,psif,1.319758321848811e-06,phi_cyto,Not Assigned,X,0.44,Schmidt et al. 2016
BW25113,xylose,0,psif,1.464936571728259e-06,phi_cyto,Not Assigned,X,0.55,Schmidt et al. 2016
MG1655,glucose_minimal,0,psif,3.667541208325196e-05,phi_cyto,Not Assigned,X,0.11,Valgepea et al. 2013
NCM3722,0.2% galactose,0,pspa,9.101018e-05,phi_cyto,information storage and processing,K,0.4892803627481966,Mori et al. 2021
EQ353,0.2% glucose,0,pspa,0.0001089369999999,phi_cyto,information storage and processing,K,0.69,Mori et al. 2021
NQ1243,0.2% glucose,0,pspa,0.0001526183,phi_cyto,information storage and processing,K,0.55,Mori et al. 2021
NQ1243,0.2% glucose,0,pspa,0.0001739708,phi_cyto,information storage and processing,K,0.56,Mori et al. 2021
NQ1243,0.2% glucose,0,pspa,0.0001853124,phi_cyto,information storage and processing,K,0.69,Mori et al. 2021
NQ1243,0.2% glucose,0,pspa,0.0001424448,phi_cyto,information storage and processing,K,0.71,Mori et al. 2021
NQ1243,0.2% glucose,0,pspa,0.0001829528,phi_cyto,information storage and processing,K,0.72,Mori et al. 2021
NQ1243,0.2% glucose,0,pspa,0.000142495,phi_cyto,information storage and processing,K,0.81,Mori et al. 2021
NQ1390,0.2% glucose,0,pspa,0.0001765582,phi_cyto,information storage and processing,K,0.33,Mori et al. 2021
NQ1390,0.2% glucose,0,pspa,0.0001895821,phi_cyto,information storage and processing,K,0.34,Mori et al. 2021
NQ1390,0.2% glucose,0,pspa,0.0001805406,phi_cyto,information storage and processing,K,0.35,Mori et al. 2021
NQ1390,0.2% glucose,0,pspa,0.000161697,phi_cyto,information storage and processing,K,0.48,Mori et al. 2021
NQ1390,0.2% glucose,0,pspa,0.0001732434,phi_cyto,information storage and processing,K,0.49,Mori et al. 2021
NQ1390,0.2% glucose,0,pspa,0.0001755824,phi_cyto,information storage and processing,K,0.5,Mori et al. 2021
EQ 59,0.2% melibiose,0,pspa,0.0001094527,phi_cyto,information storage and processing,K,0.6817841120261757,Mori et al. 2021
NCM3722,0.4% sodium acetate,0,pspa,8.828252e-05,phi_cyto,information storage and processing,K,0.5010702510071894,Mori et al. 2021
