strain,carbon_source,replicate,name,mass_frac,localization,cog_category,cog_letter,growth_rate_hr,source
NCM3722,glucose,1,acca,0.0008955814466988,phi_cyto,Lipid transport and metabolism,I,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acca,0.0009447272455153,phi_cyto,Lipid transport and metabolism,I,0.8536886249556442,This Study
NCM3722,glycerol,1,acca,0.0008013607128332,phi_cyto,Lipid transport and metabolism,I,0.6737871653670509,This Study
NCM3722,sorbitol,1,acca,0.000757771441054,phi_cyto,Lipid transport and metabolism,I,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acca,0.0010145027889465,phi_cyto,Lipid transport and metabolism,I,1.4771279192381863,This Study
NCM3722,LB,1,acca,0.0017312304677153,phi_cyto,Lipid transport and metabolism,I,2.2690638773791805,This Study
NCM3722,acetate,1,acca,0.0006458530282023,phi_cyto,Lipid transport and metabolism,I,0.3537727536958664,This Study
NCM3722,glucose,2,acca,0.0009163549408065,phi_cyto,Lipid transport and metabolism,I,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acca,0.0008933626633164,phi_cyto,Lipid transport and metabolism,I,0.7000527193406471,This Study
NCM3722,glycerol,2,acca,0.0007348100407442,phi_cyto,Lipid transport and metabolism,I,0.6323276248776728,This Study
NCM3722,sorbitol,2,acca,0.0006633982892213,phi_cyto,Lipid transport and metabolism,I,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acca,0.0008524200789148,phi_cyto,Lipid transport and metabolism,I,1.3028032663667155,This Study
NCM3722,LB,2,acca,0.0011606641807719,phi_cyto,Lipid transport and metabolism,I,2.272564591054877,This Study
NCM3722,acetate,2,acca,0.000594470833456,phi_cyto,Lipid transport and metabolism,I,0.3851859922434523,This Study
NCM3722,glucose,1,accb,0.0009817442616473,phi_cyto,notdefined,H,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,accb,0.000936444022144,phi_cyto,notdefined,H,0.8536886249556442,This Study
NCM3722,glycerol,1,accb,0.000816297241728,phi_cyto,notdefined,H,0.6737871653670509,This Study
NCM3722,sorbitol,1,accb,0.0008870890045377,phi_cyto,notdefined,H,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,accb,0.001255038521844,phi_cyto,notdefined,H,1.4771279192381863,This Study
NCM3722,LB,1,accb,0.0027787362505897,phi_cyto,notdefined,H,2.2690638773791805,This Study
NCM3722,acetate,1,accb,0.0006511333713049,phi_cyto,notdefined,H,0.3537727536958664,This Study
NCM3722,glucose,2,accb,0.0012040694064231,phi_cyto,notdefined,H,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,accb,0.0010222614109253,phi_cyto,notdefined,H,0.7000527193406471,This Study
NCM3722,glycerol,2,accb,0.0008600773035403,phi_cyto,notdefined,H,0.6323276248776728,This Study
NCM3722,sorbitol,2,accb,0.0007759773604745,phi_cyto,notdefined,H,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,accb,0.0011026343977764,phi_cyto,notdefined,H,1.3028032663667155,This Study
NCM3722,LB,2,accb,0.0023592831201079,phi_cyto,notdefined,H,2.272564591054877,This Study
NCM3722,acetate,2,accb,0.0006586795356412,phi_cyto,notdefined,H,0.3851859922434523,This Study
NCM3722,glucose,1,accc,0.0005525526561129,phi_cyto,Lipid transport and metabolism,I,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,accc,0.0005281000850395,phi_cyto,Lipid transport and metabolism,I,0.8536886249556442,This Study
NCM3722,glycerol,1,accc,0.0006741390003033,phi_cyto,Lipid transport and metabolism,I,0.6737871653670509,This Study
NCM3722,sorbitol,1,accc,0.0007456763667567,phi_cyto,Lipid transport and metabolism,I,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,accc,0.0006496576633595,phi_cyto,Lipid transport and metabolism,I,1.4771279192381863,This Study
NCM3722,LB,1,accc,0.0003235255820773,phi_cyto,Lipid transport and metabolism,I,2.2690638773791805,This Study
NCM3722,acetate,1,accc,0.0005664795044028,phi_cyto,Lipid transport and metabolism,I,0.3537727536958664,This Study
NCM3722,glucose,2,accc,0.0002265655720635,phi_cyto,Lipid transport and metabolism,I,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,accc,0.0002842142447948,phi_cyto,Lipid transport and metabolism,I,0.7000527193406471,This Study
NCM3722,glycerol,2,accc,0.0006043121577164,phi_cyto,Lipid transport and metabolism,I,0.6323276248776728,This Study
NCM3722,sorbitol,2,accc,0.0005842292540671,phi_cyto,Lipid transport and metabolism,I,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,accc,0.0004371412621742,phi_cyto,Lipid transport and metabolism,I,1.3028032663667155,This Study
NCM3722,LB,2,accc,0.0005230952192849,phi_cyto,Lipid transport and metabolism,I,2.272564591054877,This Study
NCM3722,acetate,2,accc,0.0004919736290509,phi_cyto,Lipid transport and metabolism,I,0.3851859922434523,This Study
NCM3722,glucose,1,accd,0.0008584641835482,phi_cyto,Lipid transport and metabolism,I,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,accd,0.0006560138265682,phi_cyto,Lipid transport and metabolism,I,0.8536886249556442,This Study
NCM3722,glycerol,1,accd,0.0006132326496393,phi_cyto,Lipid transport and metabolism,I,0.6737871653670509,This Study
NCM3722,sorbitol,1,accd,0.0006745217809427,phi_cyto,Lipid transport and metabolism,I,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,accd,0.0008799453099983,phi_cyto,Lipid transport and metabolism,I,1.4771279192381863,This Study
NCM3722,LB,1,accd,0.0012186089176647,phi_cyto,Lipid transport and metabolism,I,2.2690638773791805,This Study
NCM3722,acetate,1,accd,0.0005489390904798,phi_cyto,Lipid transport and metabolism,I,0.3537727536958664,This Study
NCM3722,glucose,2,accd,0.0005882683269056,phi_cyto,Lipid transport and metabolism,I,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,accd,0.0005450009457374,phi_cyto,Lipid transport and metabolism,I,0.7000527193406471,This Study
NCM3722,glycerol,2,accd,0.0004671615071724,phi_cyto,Lipid transport and metabolism,I,0.6323276248776728,This Study
NCM3722,sorbitol,2,accd,0.000438056156636,phi_cyto,Lipid transport and metabolism,I,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,accd,0.0005505745223083,phi_cyto,Lipid transport and metabolism,I,1.3028032663667155,This Study
NCM3722,LB,2,accd,0.0007717684420505,phi_cyto,Lipid transport and metabolism,I,2.272564591054877,This Study
NCM3722,acetate,2,accd,0.0003931893517783,phi_cyto,Lipid transport and metabolism,I,0.3851859922434523,This Study
NCM3722,glucose,1,acea,3.2705354437911834e-05,phi_cyto,Energy production and conversion,C,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acea,4.221847984830168e-05,phi_cyto,Energy production and conversion,C,0.8536886249556442,This Study
NCM3722,glycerol,1,acea,4.085458092386071e-05,phi_cyto,Energy production and conversion,C,0.6737871653670509,This Study
NCM3722,sorbitol,1,acea,4.511940738081066e-05,phi_cyto,Energy production and conversion,C,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acea,5.0592668118596695e-05,phi_cyto,Energy production and conversion,C,1.4771279192381863,This Study
NCM3722,LB,1,acea,1.694010732345397e-05,phi_cyto,Energy production and conversion,C,2.2690638773791805,This Study
NCM3722,acetate,1,acea,0.0003703764090247,phi_cyto,Energy production and conversion,C,0.3537727536958664,This Study
NCM3722,glucose,2,acea,6.530591230180357e-05,phi_cyto,Energy production and conversion,C,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acea,4.293261439720714e-05,phi_cyto,Energy production and conversion,C,0.7000527193406471,This Study
NCM3722,glycerol,2,acea,0.000100642561778,phi_cyto,Energy production and conversion,C,0.6323276248776728,This Study
NCM3722,sorbitol,2,acea,0.0001126583553485,phi_cyto,Energy production and conversion,C,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acea,0.000108664601456,phi_cyto,Energy production and conversion,C,1.3028032663667155,This Study
NCM3722,LB,2,acea,3.812549888322632e-05,phi_cyto,Energy production and conversion,C,2.272564591054877,This Study
NCM3722,acetate,2,acea,0.0027191050457325,phi_cyto,Energy production and conversion,C,0.3851859922434523,This Study
NCM3722,glucose,1,acee,0.0088675378176978,phi_cyto,Energy production and conversion,C,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acee,0.0094114946627722,phi_cyto,Energy production and conversion,C,0.8536886249556442,This Study
NCM3722,glycerol,1,acee,0.006350902527492,phi_cyto,Energy production and conversion,C,0.6737871653670509,This Study
NCM3722,sorbitol,1,acee,0.0061737738958265,phi_cyto,Energy production and conversion,C,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acee,0.0114845929746,phi_cyto,Energy production and conversion,C,1.4771279192381863,This Study
NCM3722,LB,1,acee,0.0179800145472698,phi_cyto,Energy production and conversion,C,2.2690638773791805,This Study
NCM3722,acetate,1,acee,0.0045435290908255,phi_cyto,Energy production and conversion,C,0.3537727536958664,This Study
NCM3722,glucose,2,acee,0.0102827753536655,phi_cyto,Energy production and conversion,C,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acee,0.0112686078338255,phi_cyto,Energy production and conversion,C,0.7000527193406471,This Study
NCM3722,glycerol,2,acee,0.0073284558252701,phi_cyto,Energy production and conversion,C,0.6323276248776728,This Study
NCM3722,sorbitol,2,acee,0.0077970536430281,phi_cyto,Energy production and conversion,C,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acee,0.012663267991426,phi_cyto,Energy production and conversion,C,1.3028032663667155,This Study
NCM3722,LB,2,acee,0.0240051953431763,phi_cyto,Energy production and conversion,C,2.272564591054877,This Study
NCM3722,acetate,2,acee,0.0050783188767069,phi_cyto,Energy production and conversion,C,0.3851859922434523,This Study
NCM3722,glucose,1,acef,0.004643310366758,phi_cyto,Energy production and conversion,C,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acef,0.0054066571729108,phi_cyto,Energy production and conversion,C,0.8536886249556442,This Study
NCM3722,glycerol,1,acef,0.0038108608397954,phi_cyto,Energy production and conversion,C,0.6737871653670509,This Study
NCM3722,sorbitol,1,acef,0.0037231741528891,phi_cyto,Energy production and conversion,C,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acef,0.0070248975402514,phi_cyto,Energy production and conversion,C,1.4771279192381863,This Study
NCM3722,LB,1,acef,0.0106650700605018,phi_cyto,Energy production and conversion,C,2.2690638773791805,This Study
NCM3722,acetate,1,acef,0.0027482252965753,phi_cyto,Energy production and conversion,C,0.3537727536958664,This Study
NCM3722,glucose,2,acef,0.0063578909432423,phi_cyto,Energy production and conversion,C,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acef,0.0064342800564321,phi_cyto,Energy production and conversion,C,0.7000527193406471,This Study
NCM3722,glycerol,2,acef,0.0048589776006501,phi_cyto,Energy production and conversion,C,0.6323276248776728,This Study
NCM3722,sorbitol,2,acef,0.00524589892396,phi_cyto,Energy production and conversion,C,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acef,0.0082071010860195,phi_cyto,Energy production and conversion,C,1.3028032663667155,This Study
NCM3722,LB,2,acef,0.0130793365754424,phi_cyto,Energy production and conversion,C,2.272564591054877,This Study
NCM3722,acetate,2,acef,0.0034315584771693,phi_cyto,Energy production and conversion,C,0.3851859922434523,This Study
NCM3722,glucose,1,acka,0.0001676605617844,phi_cyto,Energy production and conversion,C,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acka,0.0002533386362608,phi_cyto,Energy production and conversion,C,0.8536886249556442,This Study
NCM3722,glycerol,1,acka,0.000231523916265,phi_cyto,Energy production and conversion,C,0.6737871653670509,This Study
NCM3722,sorbitol,1,acka,0.0002600855618793,phi_cyto,Energy production and conversion,C,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acka,0.0006224208838853,phi_cyto,Energy production and conversion,C,1.4771279192381863,This Study
NCM3722,LB,1,acka,0.0004178105792762,phi_cyto,Energy production and conversion,C,2.2690638773791805,This Study
NCM3722,acetate,1,acka,0.0001776161524175,phi_cyto,Energy production and conversion,C,0.3537727536958664,This Study
NCM3722,glucose,2,acka,0.0003482021507728,phi_cyto,Energy production and conversion,C,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acka,0.0003278236414475,phi_cyto,Energy production and conversion,C,0.7000527193406471,This Study
NCM3722,glycerol,2,acka,0.0004058613832554,phi_cyto,Energy production and conversion,C,0.6323276248776728,This Study
NCM3722,sorbitol,2,acka,0.0005375896517927,phi_cyto,Energy production and conversion,C,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acka,0.0009408684593438,phi_cyto,Energy production and conversion,C,1.3028032663667155,This Study
NCM3722,LB,2,acka,0.0012370492552679,phi_cyto,Energy production and conversion,C,2.272564591054877,This Study
NCM3722,acetate,2,acka,0.0002681249778019,phi_cyto,Energy production and conversion,C,0.3851859922434523,This Study
NCM3722,glucose,1,acna,0.0002472917902987,phi_cyto,Energy production and conversion,C,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acna,0.0003295558599918,phi_cyto,Energy production and conversion,C,0.8536886249556442,This Study
NCM3722,glycerol,1,acna,0.000253336682705,phi_cyto,Energy production and conversion,C,0.6737871653670509,This Study
NCM3722,sorbitol,1,acna,0.0003552150746907,phi_cyto,Energy production and conversion,C,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acna,0.0001338947964726,phi_cyto,Energy production and conversion,C,1.4771279192381863,This Study
NCM3722,LB,1,acna,8.203146587178005e-05,phi_cyto,Energy production and conversion,C,2.2690638773791805,This Study
NCM3722,acetate,1,acna,0.0003633611345029,phi_cyto,Energy production and conversion,C,0.3537727536958664,This Study
NCM3722,glucose,2,acna,0.0001774747716683,phi_cyto,Energy production and conversion,C,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acna,0.0003486641216039,phi_cyto,Energy production and conversion,C,0.7000527193406471,This Study
NCM3722,glycerol,2,acna,0.000241438352408,phi_cyto,Energy production and conversion,C,0.6323276248776728,This Study
NCM3722,sorbitol,2,acna,0.0002421584426978,phi_cyto,Energy production and conversion,C,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acna,0.0001147094346023,phi_cyto,Energy production and conversion,C,1.3028032663667155,This Study
NCM3722,LB,2,acna,9.759987620732002e-05,phi_cyto,Energy production and conversion,C,2.272564591054877,This Study
NCM3722,acetate,2,acna,0.0003541976488706,phi_cyto,Energy production and conversion,C,0.3851859922434523,This Study
NCM3722,glucose,1,acnb,0.0045638631049152,phi_cyto,Energy production and conversion,C,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acnb,0.0057032509602255,phi_cyto,Energy production and conversion,C,0.8536886249556442,This Study
NCM3722,glycerol,1,acnb,0.0091090773388425,phi_cyto,Energy production and conversion,C,0.6737871653670509,This Study
NCM3722,sorbitol,1,acnb,0.0122050284555352,phi_cyto,Energy production and conversion,C,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acnb,0.0031105362686501,phi_cyto,Energy production and conversion,C,1.4771279192381863,This Study
NCM3722,LB,1,acnb,0.0043209072057017,phi_cyto,Energy production and conversion,C,2.2690638773791805,This Study
NCM3722,acetate,1,acnb,0.0144749325670598,phi_cyto,Energy production and conversion,C,0.3537727536958664,This Study
NCM3722,glucose,2,acnb,0.0033762103945786,phi_cyto,Energy production and conversion,C,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acnb,0.0054139880365967,phi_cyto,Energy production and conversion,C,0.7000527193406471,This Study
NCM3722,glycerol,2,acnb,0.0074107037006061,phi_cyto,Energy production and conversion,C,0.6323276248776728,This Study
NCM3722,sorbitol,2,acnb,0.0073360488826584,phi_cyto,Energy production and conversion,C,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acnb,0.0025171316687669,phi_cyto,Energy production and conversion,C,1.3028032663667155,This Study
NCM3722,LB,2,acnb,0.0028116681712459,phi_cyto,Energy production and conversion,C,2.272564591054877,This Study
NCM3722,acetate,2,acnb,0.013155543055913,phi_cyto,Energy production and conversion,C,0.3851859922434523,This Study
NCM3722,glucose,1,acpp,0.0027176266323364,phi_cyto,notdefined,I,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acpp,0.0027020635944624,phi_cyto,notdefined,I,0.8536886249556442,This Study
NCM3722,glycerol,1,acpp,0.0022502768441368,phi_cyto,notdefined,I,0.6737871653670509,This Study
NCM3722,sorbitol,1,acpp,0.0020863973480148,phi_cyto,notdefined,I,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acpp,0.0043861606234793,phi_cyto,notdefined,I,1.4771279192381863,This Study
NCM3722,LB,1,acpp,0.0079913603526757,phi_cyto,notdefined,I,2.2690638773791805,This Study
NCM3722,acetate,1,acpp,0.002050830037364,phi_cyto,notdefined,I,0.3537727536958664,This Study
NCM3722,glucose,2,acpp,0.0041196073829548,phi_cyto,notdefined,I,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acpp,0.0036651476249324,phi_cyto,notdefined,I,0.7000527193406471,This Study
NCM3722,glycerol,2,acpp,0.0025650004758341,phi_cyto,notdefined,I,0.6323276248776728,This Study
NCM3722,sorbitol,2,acpp,0.0025131672337699,phi_cyto,notdefined,I,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acpp,0.0044600660157776,phi_cyto,notdefined,I,1.3028032663667155,This Study
NCM3722,LB,2,acpp,0.0062951130217454,phi_cyto,notdefined,I,2.272564591054877,This Study
NCM3722,acetate,2,acpp,0.0021815789971727,phi_cyto,notdefined,I,0.3851859922434523,This Study
NCM3722,glucose,1,acps,1.6325514094892188e-06,phi_cyto,Lipid transport and metabolism,I,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acps,1.903973034136216e-06,phi_cyto,Lipid transport and metabolism,I,0.8536886249556442,This Study
NCM3722,glycerol,1,acps,1.2695183225445931e-06,phi_cyto,Lipid transport and metabolism,I,0.6737871653670509,This Study
NCM3722,sorbitol,1,acps,1.0415424358158469e-06,phi_cyto,Lipid transport and metabolism,I,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acps,2.47053341416707e-06,phi_cyto,Lipid transport and metabolism,I,1.4771279192381863,This Study
NCM3722,LB,1,acps,2.2717627260091684e-06,phi_cyto,Lipid transport and metabolism,I,2.2690638773791805,This Study
NCM3722,acetate,1,acps,1.7353961671212849e-06,phi_cyto,Lipid transport and metabolism,I,0.3537727536958664,This Study
NCM3722,glucose,1,acpt,1.0365388739028112e-06,phi_cyto,Coenzyme transport and metabolism,H,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acpt,1.164416229469756e-06,phi_cyto,Coenzyme transport and metabolism,H,0.8536886249556442,This Study
NCM3722,glycerol,1,acpt,1.1118148581342564e-06,phi_cyto,Coenzyme transport and metabolism,H,0.6737871653670509,This Study
NCM3722,sorbitol,1,acpt,5.708903529376267e-07,phi_cyto,Coenzyme transport and metabolism,H,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acpt,1.6675339219401484e-06,phi_cyto,Coenzyme transport and metabolism,H,1.4771279192381863,This Study
NCM3722,LB,1,acpt,5.763043584788879e-07,phi_cyto,Coenzyme transport and metabolism,H,2.2690638773791805,This Study
NCM3722,acetate,1,acpt,1.6369245208345805e-06,phi_cyto,Coenzyme transport and metabolism,H,0.3537727536958664,This Study
NCM3722,glucose,2,acpt,4.353201889641425e-07,phi_cyto,Coenzyme transport and metabolism,H,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acpt,7.075107572458215e-07,phi_cyto,Coenzyme transport and metabolism,H,0.7000527193406471,This Study
NCM3722,glycerol,2,acpt,1.82304801535038e-06,phi_cyto,Coenzyme transport and metabolism,H,0.6323276248776728,This Study
NCM3722,sorbitol,2,acpt,1.0464632818351672e-06,phi_cyto,Coenzyme transport and metabolism,H,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acpt,1.576711230007959e-06,phi_cyto,Coenzyme transport and metabolism,H,1.3028032663667155,This Study
NCM3722,LB,2,acpt,1.2744202566721457e-06,phi_cyto,Coenzyme transport and metabolism,H,2.272564591054877,This Study
NCM3722,acetate,2,acpt,1.4098697618859983e-06,phi_cyto,Coenzyme transport and metabolism,H,0.3851859922434523,This Study
NCM3722,glucose,1,acra,0.0011669437610829,phi_mem,notdefined,M,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acra,0.0009136571178142,phi_mem,notdefined,M,0.8536886249556442,This Study
NCM3722,glycerol,1,acra,0.0009420526813881,phi_mem,notdefined,M,0.6737871653670509,This Study
NCM3722,sorbitol,1,acra,0.0009773959798407,phi_mem,notdefined,M,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acra,0.0015182586857211,phi_mem,notdefined,M,1.4771279192381863,This Study
NCM3722,LB,1,acra,0.0018700657068335,phi_mem,notdefined,M,2.2690638773791805,This Study
NCM3722,acetate,1,acra,0.000737344286485,phi_mem,notdefined,M,0.3537727536958664,This Study
NCM3722,glucose,2,acra,0.0015650069238135,phi_mem,notdefined,M,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acra,0.0014394510433819,phi_mem,notdefined,M,0.7000527193406471,This Study
NCM3722,glycerol,2,acra,0.0015134222451606,phi_mem,notdefined,M,0.6323276248776728,This Study
NCM3722,sorbitol,2,acra,0.0013491192334336,phi_mem,notdefined,M,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acra,0.0020014033041626,phi_mem,notdefined,M,1.3028032663667155,This Study
NCM3722,LB,2,acra,0.0024480365079699,phi_mem,notdefined,M,2.272564591054877,This Study
NCM3722,acetate,2,acra,0.0010710687143467,phi_mem,notdefined,M,0.3851859922434523,This Study
NCM3722,glucose,1,acrb,4.3472832763078486e-05,phi_mem,Defense mechanisms,V,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acrb,4.270782220966478e-05,phi_mem,Defense mechanisms,V,0.8536886249556442,This Study
NCM3722,glycerol,1,acrb,9.657550322118836e-05,phi_mem,Defense mechanisms,V,0.6737871653670509,This Study
NCM3722,sorbitol,1,acrb,0.0001302249221182,phi_mem,Defense mechanisms,V,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acrb,5.891378468162925e-05,phi_mem,Defense mechanisms,V,1.4771279192381863,This Study
NCM3722,LB,1,acrb,3.251076614349042e-05,phi_mem,Defense mechanisms,V,2.2690638773791805,This Study
NCM3722,acetate,1,acrb,6.74610270905208e-05,phi_mem,Defense mechanisms,V,0.3537727536958664,This Study
NCM3722,glucose,2,acrb,3.513565659745296e-05,phi_mem,Defense mechanisms,V,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acrb,3.231103195737511e-05,phi_mem,Defense mechanisms,V,0.7000527193406471,This Study
NCM3722,glycerol,2,acrb,0.0001323694617422,phi_mem,Defense mechanisms,V,0.6323276248776728,This Study
NCM3722,sorbitol,2,acrb,0.0001348400361181,phi_mem,Defense mechanisms,V,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acrb,5.707341954735622e-05,phi_mem,Defense mechanisms,V,1.3028032663667155,This Study
NCM3722,LB,2,acrb,5.878499882517721e-05,phi_mem,Defense mechanisms,V,2.272564591054877,This Study
NCM3722,acetate,2,acrb,6.926709115326797e-05,phi_mem,Defense mechanisms,V,0.3851859922434523,This Study
NCM3722,glucose,1,acrd,2.9424988029709668e-05,phi_mem,Defense mechanisms,V,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acrd,0.000105214179648,phi_mem,Defense mechanisms,V,0.8536886249556442,This Study
NCM3722,glycerol,1,acrd,3.1823728017295416e-06,phi_mem,Defense mechanisms,V,0.6737871653670509,This Study
NCM3722,sorbitol,1,acrd,1.1398038597913136e-05,phi_mem,Defense mechanisms,V,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acrd,4.739728555343794e-05,phi_mem,Defense mechanisms,V,1.4771279192381863,This Study
NCM3722,LB,1,acrd,9.484967061263029e-05,phi_mem,Defense mechanisms,V,2.2690638773791805,This Study
NCM3722,acetate,1,acrd,9.451361106934214e-06,phi_mem,Defense mechanisms,V,0.3537727536958664,This Study
NCM3722,glucose,1,acs,8.102124054930081e-05,phi_cyto,Lipid transport and metabolism,I,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acs,0.0001143530546964,phi_cyto,Lipid transport and metabolism,I,0.8536886249556442,This Study
NCM3722,glycerol,1,acs,0.0006538834710696,phi_cyto,Lipid transport and metabolism,I,0.6737871653670509,This Study
NCM3722,sorbitol,1,acs,0.0012871644807083,phi_cyto,Lipid transport and metabolism,I,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acs,0.0001352717084432,phi_cyto,Lipid transport and metabolism,I,1.4771279192381863,This Study
NCM3722,LB,1,acs,0.0001408774769223,phi_cyto,Lipid transport and metabolism,I,2.2690638773791805,This Study
NCM3722,acetate,1,acs,0.0022744960185429,phi_cyto,Lipid transport and metabolism,I,0.3537727536958664,This Study
NCM3722,glucose,2,acs,0.0001074246905057,phi_cyto,Lipid transport and metabolism,I,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acs,0.0001032388716367,phi_cyto,Lipid transport and metabolism,I,0.7000527193406471,This Study
NCM3722,glycerol,2,acs,0.0003328821058554,phi_cyto,Lipid transport and metabolism,I,0.6323276248776728,This Study
NCM3722,sorbitol,2,acs,0.000563866832033,phi_cyto,Lipid transport and metabolism,I,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acs,0.0001013795006344,phi_cyto,Lipid transport and metabolism,I,1.3028032663667155,This Study
NCM3722,LB,2,acs,8.932886584087496e-05,phi_cyto,Lipid transport and metabolism,I,2.272564591054877,This Study
NCM3722,acetate,2,acs,0.0010814710916951,phi_cyto,Lipid transport and metabolism,I,0.3851859922434523,This Study
NCM3722,glucose,1,actp,4.153933128225839e-06,phi_mem,Energy production and conversion,C,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,actp,5.124507326674045e-06,phi_mem,Energy production and conversion,C,0.8536886249556442,This Study
NCM3722,glycerol,1,actp,8.1626317220891e-06,phi_mem,Energy production and conversion,C,0.6737871653670509,This Study
NCM3722,sorbitol,1,actp,1.1348965397758564e-05,phi_mem,Energy production and conversion,C,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,actp,5.444996999483417e-06,phi_mem,Energy production and conversion,C,1.4771279192381863,This Study
NCM3722,LB,1,actp,1.1791286831120844e-05,phi_mem,Energy production and conversion,C,2.2690638773791805,This Study
NCM3722,acetate,1,actp,1.4884032846345335e-05,phi_mem,Energy production and conversion,C,0.3537727536958664,This Study
NCM3722,glucose,1,acui,8.979396443866422e-05,phi_cyto,notdefined,C,0.8591408506447787,This Study
NCM3722,glucose+acetate,1,acui,8.532467014615913e-05,phi_cyto,notdefined,C,0.8536886249556442,This Study
NCM3722,glycerol,1,acui,0.0001091413117781,phi_cyto,notdefined,C,0.6737871653670509,This Study
NCM3722,sorbitol,1,acui,0.0001016264043066,phi_cyto,notdefined,C,0.6189821322967242,This Study
NCM3722,glucoseCAA,1,acui,0.0001025075316311,phi_cyto,notdefined,C,1.4771279192381863,This Study
NCM3722,LB,1,acui,4.530716549979715e-05,phi_cyto,notdefined,C,2.2690638773791805,This Study
NCM3722,acetate,1,acui,0.0001490630186965,phi_cyto,notdefined,C,0.3537727536958664,This Study
NCM3722,glucose,2,acui,0.0001116430442074,phi_cyto,notdefined,C,0.8840892213949154,This Study
NCM3722,glucose+acetate,2,acui,0.0001170462220181,phi_cyto,notdefined,C,0.7000527193406471,This Study
NCM3722,glycerol,2,acui,0.000135043571259,phi_cyto,notdefined,C,0.6323276248776728,This Study
NCM3722,sorbitol,2,acui,0.0001349219419009,phi_cyto,notdefined,C,0.6088031254855759,This Study
NCM3722,glucoseCAA,2,acui,0.000122317909296,phi_cyto,notdefined,C,1.3028032663667155,This Study
NCM3722,LB,2,acui,7.355968850155066e-05,phi_cyto,notdefined,C,2.272564591054877,This Study
