name,gene_product,complex_annotation,localization,go_terms,localization_group
ydhj,putative membrane fusion protein YdhJ,putative membrane fusion protein YdhJ,IM,GO:0022857; GO:0005887; GO:0005886; GO:0055085; GO:0016021; GO:0016020,envelope
ydhk,putative transporter YdhK,putative transporter YdhK,IM,GO:0055085; GO:0022857; GO:0005886; GO:0016021; GO:0016020,envelope
ydhp,putative transporter YdhP,putative transporter YdhP,IM,GO:0005515; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ydik,putative transporter YdiK,putative transporter YdiK,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ydin,putative transporter YdiN,putative transporter YdiN,IM,GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0015292,envelope
ydiy,acid-inducible putative outer membrane protein YdiY,acid-inducible putative outer membrane protein YdiY,OM,GO:0009279,envelope
ydjm,inner membrane protein YdjM,inner membrane protein YdjM,IM,GO:0006974; GO:0005886; GO:0016021; GO:0016020,envelope
ydjz,DedA family protein YdjZ,DedA family protein YdjZ,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yeal,DUF441 domain-containing inner membrane protein YeaL,DUF441 domain-containing inner membrane protein YeaL,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
yeaq,PF04226 family protein YeaQ,PF04226 family protein YeaQ,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yebq,putative transporter YebQ,putative transporter YebQ,IM,GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
yebs,intermembrane transport protein YebS,intermembrane transport protein YebS,IM,GO:0120009; GO:0046907; GO:0061024; GO:0005887; GO:0009408; GO:0005886; GO:0016021; GO:0016020,envelope
yebz,putative inner membrane protein,putative inner membrane protein,IM,GO:0006825; GO:0005886; GO:0016021; GO:0016020,envelope
yecn,MAPEG family inner membrane protein YecN,MAPEG family inner membrane protein YecN,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yect,protein YecT,protein YecT,PE,no ontology,envelope
yede,putative selenium transporter YedE,putative selenium transporter YedE,IM,GO:0005515; GO:0006810; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
yedi,DUF808 domain-containing inner membrane protein YedI,DUF808 domain-containing inner membrane protein YedI,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yedr,putative inner membrane protein,putative inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yedv,"sensory histidine kinase HprS - phosphorylated // ""sensory histidine kinase HprS""","sensory histidine kinase HprS - phosphorylated // ""sensory histidine kinase HprS""",IM,GO:0005886; GO:0000160; GO:0023014; GO:0018106; GO:0006468; GO:0005515; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0000155; GO:0006974; GO:0000166; GO:0004672; GO:0016021; GO:0016020; GO:0005524; GO:0004673,envelope
yeea,putative transporter YeeA,putative transporter YeeA,IM,GO:0055085; GO:0022857; GO:0005886; GO:0016021; GO:0016020,envelope
yeee,inner membrane protein YeeE,inner membrane protein YeeE,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yeeo,FMN/FAD exporter,FMN/FAD exporter,IM,GO:0042910; GO:0042908; GO:0051182; GO:0015833; GO:0015031; GO:0055085; GO:1901264; GO:0071916; GO:0035442; GO:0035350; GO:0044610; GO:0015230; GO:0005887; GO:0015297; GO:0005886; GO:0016021; GO:0016020,envelope
yeer,CP4-44 prophage; inner membrane protein YeeR,CP4-44 prophage; inner membrane protein YeeR,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yegh,inner membrane protein YegH,inner membrane protein YegH,IM,GO:0050660; GO:0005886; GO:0016021; GO:0016020,envelope
yegr,uncharacterized protein YegR,uncharacterized protein YegR,LPO,no ontology,envelope
yegt,putative transporter YegT,putative transporter YegT,IM,GO:0005887; GO:0015858; GO:1901642; GO:0005337; GO:0005886; GO:0016021; GO:0016020,envelope
yegx,putative hydrolase,putative hydrolase,IM,GO:0016998; GO:0009253; GO:0003796; GO:0016798; GO:0016787; GO:0008152,envelope
yehe,DUF2574 domain-containing protein YehE,DUF2574 domain-containing protein YehE,PE,no ontology,envelope
yehr,DUF1307 domain-containing lipoprotein YehR,DUF1307 domain-containing lipoprotein YehR,LPO,GO:0030288; GO:0005886; GO:0016020,envelope
yehu,"BtsS-N-phospho-L-histidine // ""high-affinity pyruvate receptor""","BtsS-N-phospho-L-histidine // ""high-affinity pyruvate receptor""",IM,GO:0005886; GO:0031667; GO:0005515; GO:0033293; GO:0023014; GO:0005887; GO:0018106; GO:0071555; GO:0000155; GO:0004673; GO:0016740; GO:0016310; GO:0016301; GO:0000166; GO:0016021; GO:0016020; GO:0005524; GO:0000160,envelope
yehw,glycine betaine ABC transporter membrane subunit YehW,"glycine betaine ABC transporter, non-osmoregulatory",IM,GO:0055085; GO:0006865; GO:0031460; GO:0055052; GO:0005886; GO:0016021; GO:0016020,envelope
yehy,glycine betaine ABC transporter membrane subunit YehY,"glycine betaine ABC transporter, non-osmoregulatory",IM,GO:0055085; GO:0005515; GO:0006865; GO:0031460; GO:0055052; GO:0005886; GO:0016021; GO:0016020,envelope
yeib,DUF418 domain-containing protein YeiB,DUF418 domain-containing protein YeiB,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yeih,PF03601 family inner membrane protein YeiH,PF03601 family inner membrane protein YeiH,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yeis,DUF2542 domain-containing protein YeiS,DUF2542 domain-containing protein YeiS,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yejb,putative oligopeptide ABC transporter membrane subunit YejB,putative oligopeptide ABC transporter,IM,GO:0035672; GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0043190; GO:0042884,envelope
yeje,putative oligopeptide ABC transporter membrane subunit YejE,putative oligopeptide ABC transporter,IM,GO:0055085; GO:0005887; GO:0035672; GO:0005886; GO:0016021; GO:0016020; GO:0043190; GO:0042884,envelope
yejm,putative cardiolipin transport protein YejM,putative cardiolipin transport protein YejM,IM,GO:0030288; GO:0005887; GO:0055088; GO:0008484; GO:0003824; GO:0005886; GO:0016021; GO:0016020,envelope
yfal,putative autotransporter adhesin YfaL,putative autotransporter adhesin YfaL,OM,GO:0042597; GO:0016787; GO:0016020; GO:0009986; GO:0009279; GO:0008236; GO:0008233; GO:0006508; GO:0005576; GO:0015475; GO:0043709; GO:0009411; GO:0019867,envelope
yfbs,putative transporter YfbS,putative transporter YfbS,IM,GO:0008324; GO:0098655; GO:0055085; GO:0006813; GO:0005886; GO:0016021; GO:0016020,envelope
yfbv,UPF0208 membrane protein YfbV,UPF0208 membrane protein YfbV,IM,GO:2001251; GO:0005886; GO:0016021; GO:0016020,envelope
yfca,putative transporter YfcA,putative transporter YfcA,IM,GO:0005887; GO:0009408; GO:0005886; GO:0016021; GO:0016020,envelope
yfcj,putative transporter YfcJ,putative transporter YfcJ,IM,GO:0022857; GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
yfco,DUF2544 domain-containing protein YfcO,DUF2544 domain-containing protein YfcO,PE,GO:0005829,envelope
yfdc,inner membrane protein YfdC,inner membrane protein YfdC,IM,GO:0055085; GO:0022857; GO:0015724; GO:0015499; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
yfdi,CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI,CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yfdx,protein YfdX,protein YfdX,PE,GO:0030288,envelope
yfdy,DUF2545 domain-containing protein YfdY,DUF2545 domain-containing protein YfdY,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yfeh,putative solute:Na+ symporter,putative solute:Na+ symporter,IM,GO:0055085; GO:0015293; GO:0005886,envelope
yfek,DUF5329 domain-containing protein YfeK,DUF5329 domain-containing protein YfeK,PE,GO:0005829,envelope
yfeo,putative transport protein YfeO,putative transport protein YfeO,IM,GO:0055085; GO:0005216; GO:1902476; GO:0034220; GO:0006821; GO:0005247; GO:0005886; GO:0016021; GO:0016020; GO:0006811,envelope
yfew,penicillin binding protein 4B,penicillin binding protein 4B,PE,GO:0016787; GO:0016021; GO:0016020; GO:0008233; GO:0005886; GO:0004180; GO:0006508; GO:0030288; GO:0009002; GO:0008658; GO:0031226,envelope
yfez,putative inner membrane protein,putative inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yfgh,lipoprotein YfgH,lipoprotein YfgH,LPO,GO:0009279; GO:0019867; GO:0005886; GO:0016020,envelope
yfgi,nalidixic acid resistance protein YfgI,nalidixic acid resistance protein YfgI,PE,GO:0005829; GO:0006974,envelope
yfgo,putative transporter YfgO,putative transporter YfgO,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yfhg,outer membrane lipoprotein QseG,outer membrane lipoprotein QseG,LPO,GO:0036405; GO:0030288; GO:0005515; GO:0001932; GO:0070297,envelope
yfib,lipoprotein YfiB,lipoprotein YfiB,OM,GO:0016021; GO:0009279; GO:0005886; GO:0016020,envelope
yfil,DUF2799 domain-containing lipoprotein YfiL,DUF2799 domain-containing lipoprotein YfiL,LPO,no ontology,envelope
yfim,protein YfiM,protein YfiM,LPI,no ontology,envelope
yfir,DUF4154 domain-containing protein YfiR,DUF4154 domain-containing protein YfiR,PE,GO:0042597; GO:0005829; GO:0071978,envelope
yfjd,putative inner membrane protein,putative inner membrane protein,IM,GO:0050660; GO:0005886; GO:0016021; GO:0016020,envelope
yfjs,CP4-57 prophage; inner membrane lipoprotein YfjS,CP4-57 prophage; inner membrane lipoprotein YfjS,LPI,GO:0005886; GO:0016020,envelope
yfjt,CP4-57 prophage; uncharacterized protein YfjT,CP4-57 prophage; uncharacterized protein YfjT,PE,no ontology,envelope
yfjw,CP4-57 prophage; uncharacterized protein YfjW,CP4-57 prophage; uncharacterized protein YfjW,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ygah,"L-valine exporter, YgaH component",L-valine exporter,IM,GO:0005887; GO:1903785; GO:0055085; GO:0005886,envelope
ygap,thiosulfate sulfurtransferase YgaP,thiosulfate sulfurtransferase YgaP,IM,GO:0042803; GO:0005887; GO:0004792; GO:0005886; GO:0016021; GO:0016020,envelope
ygaz,"L-valine exporter, YgaZ component",L-valine exporter,IM,GO:0015562; GO:0005304; GO:0005887; GO:1903785; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ygbe,DUF3561 domain-containing inner membrane protein YgbE,DUF3561 domain-containing inner membrane protein YgbE,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ygdd,DUF423 domain-containing inner membrane protein YgdD,DUF423 domain-containing inner membrane protein YgdD,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ygdq,UPF0053 inner membrane protein YgdQ,UPF0053 inner membrane protein YgdQ,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ygdr,DUF903 domain-containing lipoprotein YgdR,DUF903 domain-containing lipoprotein YgdR,LPO,GO:0030288; GO:0005886; GO:0016020,envelope
yger,LysM domain-containing putative peptidase lipoprotein YgeR,LysM domain-containing putative peptidase lipoprotein YgeR,LPO,GO:0032153; GO:0009279; GO:0006508; GO:0004222; GO:0001896; GO:0000920; GO:0005886; GO:0016020,envelope
yggt,uncharacterized protein YggT,uncharacterized protein YggT,IM,GO:0071474; GO:0005886; GO:0016021; GO:0016020,envelope
yghb,DedA family protein YghB,DedA family protein YghB,IM,GO:0022857; GO:0055085; GO:0042493; GO:0005887; GO:0005886; GO:0043093; GO:0016021; GO:0016020,envelope
yghd,putative type II secretion system M-type protein YghD,putative type II secretion system M-type protein YghD,IM,GO:0016021; GO:0016020; GO:0015031; GO:0009306; GO:0005886,envelope
yghg,lipoprotein YghG,lipoprotein YghG,LPO,GO:0006974; GO:0009279; GO:0016020,envelope
ygis,putative deoxycholate binding periplasmic protein,putative deoxycholate binding periplasmic protein,PE,GO:1904680; GO:0042886; GO:0015721; GO:0055085; GO:0043190; GO:0030288; GO:0042597,envelope
ygjv,inner membrane protein,inner membrane protein,IM,GO:0016021; GO:0016020; GO:0005886; GO:0005887,envelope
yhah,putative inner membrane protein,putative inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yhao,putative D/L-serine transporter,putative D/L-serine transporter,IM,GO:0055085; GO:0009093; GO:0006865; GO:1901367; GO:0005886; GO:0016021; GO:0016020; GO:0006810,envelope
yhbe,putative transporter YhbE,putative transporter YhbE,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yhbx,putative hydrolase YhbX,putative hydrolase YhbX,IM,GO:0016772; GO:0016776; GO:0009244; GO:0008484; GO:0003824; GO:0016740; GO:0005886; GO:0016021; GO:0016020,envelope
yhcd,putative fimbrial usher protein YhcD,putative fimbrial usher protein YhcD,OM,GO:0055085; GO:0015473; GO:0009297; GO:0009279; GO:0016021; GO:0016020,envelope
yhcf,DUF1120 domain-containing protein YhcF,DUF1120 domain-containing protein YhcF,PE,GO:0006974,envelope
yhcn,DUF1471 domain-containing stress-induced protein YhcN,DUF1471 domain-containing stress-induced protein YhcN,PE,GO:0005829; GO:0042597; GO:0071468; GO:0070301; GO:0044011,envelope
yhdt,DUF997 domain-containing protein YhdT,DUF997 domain-containing protein YhdT,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yhdv,lipoprotein YhdV,lipoprotein YhdV,LPO,GO:0005886; GO:0016021; GO:0016020,envelope
yhfk,putative transporter YhfK,putative transporter YhfK,IM,GO:0055085; GO:0022857; GO:0005886; GO:0016021; GO:0016020,envelope
yhge,putative transport protein YhgE,putative transport protein YhgE,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yhgn,putative inner membrane protein,putative inner membrane protein,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
yhha,DUF2756 domain-containing protein YhhA,DUF2756 domain-containing protein YhhA,PE,GO:0005515,envelope
yhhj,ABC transporter family protein YhhJ,ABC transporter family protein YhhJ,IM,GO:0055085; GO:0043190; GO:0005886; GO:0016021; GO:0016020; GO:0006810,envelope
yhhl,DUF1145 domain-containing protein YhhL,DUF1145 domain-containing protein YhhL,IM,GO:0005887; GO:0005886,envelope
yhhn,PF07947 family protein YhhN,PF07947 family protein YhhN,IM,GO:0047409; GO:0047408; GO:0005886; GO:0016021; GO:0016020,envelope
yhhq,putative queuosine precursor transporter,putative queuosine precursor transporter,IM,GO:0055085; GO:0022857; GO:0005887; GO:0072531; GO:1990397; GO:0005886; GO:0016021; GO:0016020,envelope
yhhs,putative transporter YhhS,putative transporter YhhS,IM,GO:0022857; GO:0055085; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
yhht,putative transporter YhhT,putative transporter YhhT,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yhid,inner membrane protein YhiD,inner membrane protein YhiD,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yhim,inner membrane protein with a role in acid resistance,inner membrane protein with a role in acid resistance,IM,GO:0016021; GO:0016020; GO:0005886; GO:0071229; GO:0005887,envelope
yhja,cytochrome c peroxidase,cytochrome c peroxidase,PE,GO:0019645; GO:0042743; GO:0005887; GO:0098869; GO:0030288; GO:0020037; GO:0009055; GO:0055114; GO:0046872; GO:0016491; GO:0004601; GO:0004130; GO:0042542,envelope
yhjd,putative transporter YhjD,putative transporter YhjD,IM,GO:0016021; GO:0016020; GO:0005886; GO:0005887; GO:0015920; GO:0006810,envelope
yhjg,AsmA family protein YhjG,AsmA family protein YhjG,IM,GO:0005887; GO:0090313; GO:0005886; GO:0016021; GO:0016020,envelope
yhjv,putative transporter YhjV,putative transporter YhjV,IM,GO:0009314; GO:0003333; GO:0005886; GO:0016021; GO:0016020,envelope
yhjy,protein YhjY,protein YhjY,OM,GO:0005576; GO:0019867,envelope
yiat,outer membrane protein YiaT,outer membrane protein YiaT,OM,GO:0030674; GO:0009252; GO:0009279; GO:0016020,envelope
yibh,inner membrane protein YibH,inner membrane protein YibH,IM,GO:0022857; GO:0016020; GO:0055085; GO:0006974; GO:0005886; GO:0016021,envelope
yibi,DUF3302 domain-containing protein YibI,DUF3302 domain-containing protein YibI,IM,GO:0005886,envelope
yibq,divergent polysaccharide deacetylase domain-containing protein YibQ,divergent polysaccharide deacetylase domain-containing protein YibQ,PE,GO:0005975; GO:0003824,envelope
yicg,PF03458 family inner membrane protein YicG,PF03458 family inner membrane protein YicG,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yicl,putative transporter YicL,putative transporter YicL,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yide,putative transport protein YidE,putative transport protein YidE,IM,GO:0055085; GO:0022857; GO:0008324; GO:0098655; GO:0006813; GO:0005886; GO:0016021; GO:0016020,envelope
yidg,inner membrane protein YidG,inner membrane protein YidG,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yidh,DUF202 domain-containing inner membrane protein YidH,DUF202 domain-containing inner membrane protein YidH,IM,GO:0006979; GO:0005886; GO:0016021; GO:0016020,envelope
yidi,putative inner membrane protein,putative inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yidq,DUF1375 domain-containing putative lipoprotein YidQ,DUF1375 domain-containing putative lipoprotein YidQ,LPI,GO:0006974,envelope
yiel,putative hydrolase YieL,putative hydrolase YieL,PE,GO:0005975; GO:0004553,envelope
yifk,putative transporter YifK,putative transporter YifK,IM,GO:0055085; GO:0022857; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
yige,DUF2233 domain-containing protein YigE,DUF2233 domain-containing protein YigE,PE,no ontology,envelope
yigf,DUF2628 domain-containing protein YigF,DUF2628 domain-containing protein YigF,IM,GO:0005886,envelope
yigm,biotin transporter,biotin transporter,IM,GO:0015826; GO:0015565; GO:0005887; GO:0015878; GO:0015225; GO:0005886; GO:0016021; GO:0016020,envelope
yihg,putative acyltransferase YihG,putative acyltransferase YihG,IM,GO:0005887; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0016746,envelope
yihn,putative transporter YihN,putative transporter YihN,IM,GO:0031224; GO:0022857; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
yihy,PF03631 family membrane protein YihY,PF03631 family membrane protein YihY,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
yiir,DUF805 domain-containing protein YiiR,DUF805 domain-containing protein YiiR,IM,GO:0005886; GO:0016021,envelope
yiix,putative lipid binding hydrolase,putative lipid binding hydrolase,PE,no ontology,envelope
yijd,DUF1422 domain-containing inner membrane protein YijD,DUF1422 domain-containing inner membrane protein YijD,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yije,cystine exporter,cystine exporter,IM,GO:0003333; GO:0005887; GO:0000101; GO:0000099; GO:0055085; GO:0022857; GO:0005886; GO:0016021; GO:0016020,envelope
yjbb,putative inorganic phosphate export protein YjbB,putative inorganic phosphate export protein YjbB,IM,GO:0044341; GO:0015321; GO:0005887; GO:0035435; GO:0005315; GO:0005886; GO:0016021; GO:0016020,envelope
yjcb,uncharacterized protein YjcB,uncharacterized protein YjcB,IM,no ontology,envelope
yjce,putative transporter YjcE,putative transporter YjcE,IM,GO:0098656; GO:0005623; GO:0098719; GO:0071805; GO:0051453; GO:0015386; GO:0015385; GO:0006812; GO:1902600; GO:0055085; GO:0015299; GO:0005886; GO:0016021; GO:0016020; GO:0015297; GO:0006814; GO:0006811,envelope
yjco,Sel1 repeat-containing protein YjcO,Sel1 repeat-containing protein YjcO,PE,GO:0043085; GO:0008047,envelope
yjdf,DUF2238 domain-containing inner membrane protein YjdF,DUF2238 domain-containing inner membrane protein YjdF,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yjeh,L-methionine/branched chain amino acid exporter,L-methionine/branched chain amino acid exporter,IM,GO:0055085; GO:0022857; GO:0006865; GO:1903714; GO:0015820; GO:1903785; GO:0015821; GO:0000102; GO:0005294; GO:0071230; GO:0015179; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
